Type,Country,Activity,Sex ,Age,Fatal (Y/N),Species 
Unprovoked,USA,Snorkeling,F,45,N,"Nurse shark, 1.5 m [5']"
Unprovoked,USA,Surfing,M,14,N,1.8 m [6'] grey-colored shark
Unprovoked, TONGA,Scuba diving,M,69,N,"Grey reef shark, 2 m [6.75'] "
Unprovoked,USA,Jumping,M,5,N,"Lemon shark, 2.1  m to 2.4 m [7' to 8'] "
Unprovoked,USA,Playing,F,12,N,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?"
Unprovoked,USA,"Spearfishing, holding mesh bag with speared fish",F,55,N,"Nurse shark, 1.2 m [4'] "
Unprovoked,USA,Wading,F,13,N,0.9 m [3'] shark
Unprovoked,USA,Standing,F,19,N,"0.9 m [3'] shark,  probably a blacktip or spinner shark"
Unprovoked,TANZANIA,Swimming,M,27,Y,Thought to involve a Zambesi shark
Boat,NEW ZEALAND,Fishing,M,27,N,"Mako shark, 2 m [6.75'] "
Boat,USA,Sailing,M,27,N,"Bull shark, 2.4 m [8']"
Unprovoked,USA,Surfing,M,17,N,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] "
Unprovoked,USA,Swimming,M,55,N,Bull shark?
Unprovoked,USA,Swimming ,M,44,N,Bull shark
Unprovoked,TANZANIA,Swimming,M,27,Y,Thought to involve a Zambesi shark
Sea Disaster,NEW CALEDONIA,"Air Disaster - Piper aircraft crashed into the sea, killing all on board",M,27,Y,Tiger sharks & bull sharks (20 sharks in all)
Unprovoked,AUSTRALIA,Swimming,M,26,N,2.5 m shark
Unprovoked,USA,Boogie boarding,F,14,N,1.8 m [6'] shark
Unprovoked,USA,Surfing,M,37,N,1.2 m [4'] shark
Unprovoked,NEW CALEDONIA,Spearfishing,M,35,Y,Tiger shark?
Unprovoked,AUSTRALIA,Surfing,M,27,N,"Tiger shark, 4 m [13'] ?"
Boating,AUSTRALIA,Rowing,M,27,N,2 m to 2.5 m [6.75'  to 8.25'] shark
Unprovoked,USA,Spearfishing,M,39,N,"Shortfin mako shark, 3 m to 3.4 m [10' to 11'] "
Unprovoked,SOUTH AFRICA,Body surfing,M,27,N,"White shark, 2.5 m "
Provoked,ENGLAND,Feeding prawns to captive sharks,M,27,N,"Miami, a 60 cm blacktip  shark and two 60 cm bamboo catsharks"
Unprovoked,AUSTRALIA,Surfing,M,26,N,3 m [10'] shark
Boat,USA,Fishing for tarpon,M,27,N,Hammerhead shark
Unprovoked,NEW ZEALAND,Surfing,M,15,N,Sevengill shark
Unprovoked,NEW ZEALAND,Swimming,F,13,N,Sevengill shark
Unprovoked,NEW ZEALAND,Bathing,F,12,N,Sevengill shark
Unprovoked,BRAZIL,Surfing,M,18,N,"Thought to involve a white, bull or tiger shark"
Invalid,BRAZIL,Spearfishing,M,39,N,Shark involvement not confirmed
Unprovoked,USA,Swimming,F,51,N,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] "
Unprovoked,USA,Surfing (sitting on his board),M,27,N,White shark
Unprovoked,SOUTH AFRICA,Surfing,M,35,N,"White shark, 3 m [10'] "
Unprovoked,BRAZIL,"Spearfishing, but swimming at surface",M,39,N,1.3 to 1.6 m shark
Unprovoked,MARSHALL ISLANDS,Swimming,M,12,N,"Grey reef shark, 1.2 m [4'] "
Unprovoked,MARSHALL ISLANDS,Swimming,M,12,N,"Grey reef shark, 1.2 m [4'] "
Unprovoked,USA,Surfing,M,27,N,"Lemon shark, 2.7 m [9'] "
Unprovoked,USA,"Surfing, lying on surfboard",M,16,N,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] "
Boating,ITALY,Fishing,M,27,N,Said to involve a 7 m [23'] white shark
Unprovoked,USA,Kayaking,M,37,N,White shark
Unprovoked,USA,Wading,F,61,N,Unidentified
Unprovoked,USA,Surfing,M,13,N,1.5 m to 1.8 m [5' to 6'] shark
Provoked,USA,Wading,M,7,N,0.9 m [3'] shark
Unprovoked,USA,Surfing,M,28,N,"""a small shark"""
Unprovoked,MARSHALL ISLANDS,Fishing,M,23,N,7' shark
Unprovoked,USA,Lying prone in 2' of water,M,10,N,1.8 m [6'] shark
Unprovoked,USA,Body surfing,M,62,N,4' to 5' shark
Unprovoked,BAHAMAS,Spearfishing & holding catch,M,35,N,2.7 m [9']  bull shark or Caribbean reef shark
Unprovoked,SOUTH AFRICA,Surfing,M,42,N,"White shark, 3 m to 5 m [10' to 16.5'] "
Unprovoked,USA,Swimming with dolphins,M,43,N,"Bull shark, 2.1 m [7']"
Unprovoked,USA,Surfing,M,43,N,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] "
Unprovoked,SOUTH AFRICA,Boogie boarding,M,14,Y,White shark
Unprovoked,USA,Wading in school of baitfish,F,30,N,"Blacktip shark, 1.8 m [6'] "
Unprovoked,SOUTH AFRICA,Surfing,M,29,N,"White shark, 4 m [13'] "
Unprovoked,USA,Adrift in a life jacket,M,20,N,1.2 m [4'] shark
Unprovoked,USA,Surfing,M,21,N,3' to 4' shark
Unprovoked,USA,Splashing / wading,M,5,N,Blacktip or spinner shark
Unprovoked,AUSTRALIA,Windsurfing,M,22,Y,Thought to involve a white shark
Unprovoked,BRAZIL,Surfing,M,21,N,"Tiger shark, 2.5 m [8.25']"
Unprovoked,MAURITIUS,Swimming,F,41,N,"Grey reef shark, 1.5 m "
Unprovoked,REUNION,Swimming after being swept into sea by a large wave,M,52,Y,3 bull sharks
Unprovoked,NEW ZEALAND,Spearfishing & diving for paua,M,27,N,"Sevengill shark, 2.4 m [8'] "
Unprovoked,NEW CALEDONIA,Spearfishing,M,27,N,200 to 300 kg shark
Provoked,NEW ZEALAND,Fishing,M,28,N,"Mako shark, 1.3 m gaffed "
Unprovoked,USA,Swimming near pod of whales,F,29,N,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity
Boating,USA,Cruising,M,27,N,Basking shark
Unprovoked,AUSTRALIA,Surfing,M,35,N,Bronze whaler or tiger shark
Unprovoked,USA,Surfing,M,25,N,Spinner shark
Unprovoked,MAURITIUS,Spearfishing,M,47,N,Bull shark
Unprovoked,SOUTH AFRICA,Paddle Skiing,M,27,N,"White shark, 4 m [13'] "
Unprovoked,REUNION,Spearfishing,M,27,Y,Bull shark
Unprovoked,SOUTH AFRICA,Spearfishing,M,30,N,"White shark, 4.6 m [15'] "
Unprovoked,SOUTH AFRICA,Surfing,M,18,N,Possibly a white shark
Unprovoked,USA,Swimming,M,9,Y,Tiger shark
Unprovoked,USA,Surfing,M,14,N,1.2 m [4'] shark
Unprovoked,USA,Walking,M,13,N,"A ""small shark"""
Unprovoked,USA,Surfing,M,32,N,"White shark, 5 m  to 6 m [16.5' to 20'] "
Provoked,JAPAN,Fishing for tuna,M,52,N,6' shark
Unprovoked,BRAZIL,Surfing,M,22,Y,Though to involve a white shark
Unprovoked,USA,Surfing,M,28,N,1.8 m [6'] shark
Provoked,SENEGAL,Spearfishing,M,25,N,1.5 m shark
Unprovoked,USA,Surfing,M,26,N,3' to 4' shark
Unprovoked,USA,Boogie boarding,M,16,N,"White shark, 5 m to 6 m [16.5' to 20'] "
Unprovoked,USA,Spearfishing,M,27,N,"Dusky shark, 12' "
Unprovoked,BAHAMAS,Spearfishing,M,28,N,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] "
Unprovoked,USA,Body-boarding,M,11,N,4.5' to 5' shark
Provoked,SOUTH AFRICA,Moving a shark in a net ,M,27,N,"Sandtiger shark, 2 m, male "
Unprovoked,SOUTH AFRICA,Surfing (or body boarding),M,19,N,"White shark, 4 m [13'] "
Unprovoked,SOUTH AFRICA,Spearfishing,M,24,N,"White shark, 4.9 m [16']"
Unprovoked,SOUTH AFRICA,Wading,M,47,N,"Raggedtooth shark, 1.2 m [4'] "
Unprovoked,SOUTH AFRICA,Surfing,M,16,N,5' to 6' shark
Unprovoked,SOUTH AFRICA,Surfing,M,10,N,"Raggedtooth shark, 1.2 m [4'] "
Unprovoked,AUSTRALIA,Free diving for abalone,M,26,Y,Thought to involve a 5.5 m white shark named Kong
Unprovoked,SOUTH AFRICA,Body Boarding,M,20,Y,White shark
Unprovoked,SOUTH AFRICA,Body boarding,M,15,N,3 m to 4 m [10' to 13'] white shark
Unprovoked,SOUTH AFRICA,Body boarding,M,16,N,Unidentified
Unprovoked,USA,Surfing,M,40,N,"Lemon shark, 1.5 m [5'], identified  by the surfer"
Unprovoked,USA,Swimming,F,14,N,"1.8 m [6'] shark, possibly a blacktip"
Unprovoked,SOUTH AFRICA,Body boarding,M,22,N,4 m [13'] white shark
Unprovoked,MOZAMBIQUE,Towing rubber dinghy,F,35,Y,3 m [10'] shark
Unprovoked,USA,Surfing (lying prone on his board),M,50,N,5 m [16.5'] white shark
Provoked,USA,Scuba diving,M,16,N,"Nurse shark, 0.9 m [3'] "
Unprovoked,SOUTH AFRICA,Snorkeling  hunting crayfish and abalone,M,33,N,3 m [10'] white shark
Unprovoked,USA,Swimming or paddle boarding,M,32,N,5' spinner shark
Unprovoked,USA,Swimming,M,27,N,Spinner shark
Unprovoked,NEW CALEDONIA,Windsurfing,M,27,N,1.7 m shark
Unprovoked,MOZAMBIQUE,Surfing,M,23,N,Small dusky shark or blackfin shark
Unprovoked,USA,Spearfishing on scuba & transferring fish onto a stringer,M,27,N,sandtiger shark
Unprovoked,SOUTH AFRICA,Spearfishing,M,39,Y,White shark
Unprovoked,AUSTRALIA,Scuba diving (submerged riding a scooter),M,42,N,White shark
Unprovoked,AUSTRALIA,Surf-skiing,M,51,N,5.5 m [18'] white shark
Unprovoked,USA,Body boarding or surfing,M,19,N,"Tiger shark, 4 m to 4.3 m [13' to 14'] "
Unprovoked,USA,Surfing,M,23,N,Possibly a blacktip shark
Unprovoked,USA,Surfing,M,12,N,1.2 m to 1.5 m [4' to 5'] shark
Boat,SOUTH AFRICA,Fishingat,M,27,N,Soupfin shark
Unprovoked,USA,Surfing,M,17,N,small blacktip shark
Unprovoked,USA,Surfing (sitting on his board),M,29,N,5 m [16.5'] white shark
Unprovoked,MEXICO,SCUBA diving,M,33,Y,"Tiger shark, 5.2 m [17']"
Unprovoked,EGYPT,Fishing,M,16,Y,Thought to involve an oceanic whitetip shark or a white shark
Unprovoked,USA,Wading,F,10,N,1 m shark
Unprovoked,USA,Wade-fishing,M,27,N,1.5 m [5'] shark
Unprovoked,USA,Body surfing,M,17,N,juvenile shark
Unprovoked,USA,Wading / Surfing,M,19,N,"""juvenile shark"""
Unprovoked,SOUTH AFRICA,Surfing,M,25,Y,4.5 m white shark
Unprovoked,USA,Standing,M,50,N,Blacktip shark
Unprovoked,OKINAWA,Fishing for octopus,M,55,Y,White shark
Unprovoked,USA,Spearfishing / night diving,M,27,N,2.4 m [8'] shark
Unprovoked,FIJI,Snorkeling,F,47,N,"Tiger shark, 2.7m  [9']"
Unprovoked,USA,Surfing,M,18,N,Possibly a spinner shark
Unprovoked,USA,"Body surfing, stood up on sandbar",M,33,N,1.2 m [4'] shark (spinner shark?)
Unprovoked,USA,Spearfishing,M,35,N,4' shark
Unprovoked,USA,Surfing,M,34,N,Possibly a sand shark
Unprovoked,USA,Surfing,M,12,N,Possibly a sand shark
Unprovoked,BAHAMAS,Spearfishing,M,54,N,Possibly a Caribbean reef shark
Unprovoked,BRAZIL,Windsurfing,M,22,N,3.7m  to 4.2 m white shark
Unprovoked,AUSTRALIA,Swimming,F,21,N,a small shark
Unprovoked,AUSTRALIA,Scuba diving,M,3,N,"Tiger shark, 2m to 3m "
Unprovoked,AUSTRALIA,Snorkeling,M,27,N,1.8 m to 2.1 m [6' to 7'] shark
Unprovoked,AUSTRALIA,Windsurfing,M,41,Y,"Tiger shark, 4.5 m [14'9""]"
Unprovoked,REUNION,Spearfishing,M,27,Y,Bull shark
Boat,AUSTRALIA,Watching seals,M,27,N,White shark
Unprovoked,SOUTH AFRICA,Surfing,M,27,N,White shark
Unprovoked,USA,Surfing,M,45,N,3 m to 5 m [10' to 16.5'] white shark
Unprovoked,USA,Surfing,M,22,N,5.5 m to 6 m [18' to 20'] white shark
Unprovoked,USA,Surfing,M,21,N,1.2 m [4'] shark
Unprovoked,USA,Surfing,M,31,N,5 m [16.5'] white shark
Unprovoked,NEW ZEALAND,Diving for abalone,M,23,N,White shark
Unprovoked,USA,Surfing / Swimming,M,19,N,"""a young shark"""
Provoked,SOUTH AFRICA,Spearfishing,M,29,N,White shark
Unprovoked,USA,Body Boarding,M,19,N,"Tiger shark, 2.4 m [8'] "
Unprovoked,USA,Free diving for abalone,M,36,N,6 m [20'] white shark
Unprovoked,USA,Wade fishing,M,21,N,1.8 m to 2.1 m [6' to 7'] hammerhead shark
Unprovoked,OKINAWA,Swimming,M,52,Y,5 m [16.5'] white shark
Unprovoked,EGYPT / ISRAEL,Free diving with a pod of dolphins,M,27,N,said to involve an oceanic whitetip shark
Unprovoked,USA,Swimming,M,46,N,6' shark
Unprovoked,USA,Standing,F,63,N,5' to 6' shark
Unprovoked,AUSTRALIA,Surfing,M,27,N,4 m white shark
Unprovoked,SOUTH AFRICA,Surfing,M,17,N,2.5 m [8.25'] white shark 
Invalid,AUSTRALIA,Tech diving ,M,45,Y,Shark involvement prior to death suspected but not confirmed
Unprovoked,USA,Surfing,M,22,N,1.2 m [4'] shark
Unprovoked,USA,Surfing,M,27,N,60 cm to 90 cm [2' to 3'] blacktip or spinner shark
Unprovoked,AUSTRALIA,Swimming,M,11,N,Wobbegong shark
Unprovoked,AUSTRALIA,Swimming,F,16,N,Wobbegong shark
Unprovoked,AUSTRALIA,Swimming breast stoke,F,47,N,Tiger shark
Unprovoked,AUSTRALIA,Fishing in knee-deep water,M,7,N,1.5 m [5'] shark
Unprovoked,AUSTRALIA,Dived naked into the water on a bet,M,24,N,Bronze whaler shark
Provoked,USA,Swimming in fish tank,F,32,N,nurse shark
Unprovoked,AUSTRALIA,Swimming,M,7,N,"""reef shark"""
Provoked,USA,Wading,M,33,N,"Nurse shark, 0.9 m  [3'] "
Unprovoked,AUSTRALIA,Swimming,F,13,N,Bronze whaler shark
Unprovoked,USA,Swimming with mask & snorkel,M,53,N,Possibly a tiger shark
Boating,AUSTRALIA,Chumming for sharks,M,27,N,"Mako shark, 4.3 m [14']"
Unprovoked,REUNION,Surfing,M,25,Y,"Tiger shark, 300-kg [662-lb] "
Unprovoked,FIJI,other,M,27,Y,"Tiger shark, 2.5 m [8.25'] "
Unprovoked,USA,Surfing,M,27,N,Tiger shark
Unprovoked,NEW ZEALAND,"Diving, gathering shellfish",M,22,N,5 m [16.5'] white shark
Unprovoked,AUSTRALIA,Playing / standing,F,15,N,4 m shark
Unprovoked,USA,Surfing,M,39,N,1.2 m to 1.5 m [4' to 5']   shark
Unprovoked,USA,Surfing,M,14,N,1.5 to 1.8 m [5' to 6'] shark
Unprovoked,USA,Windsurfing,M,25,N,4 m [13'] white shark
Unprovoked,USA,Surfing,M,19,N,1.8 m [6'] shark
Unprovoked,USA,Scuba diving,M,25,Y,3 m to 3.7 m [10' to 12'] bull shark
Unprovoked,AUSTRALIA,Abalone diving using Hookah (near calving whales),M,29,Y,White shark
Unprovoked,USA,Abalone diving using Hookah (resting on the surface),M,32,N,3 m to 4 m [10' to 13'] white shark
Unprovoked,USA,Surfing,M,19,N,1.2 m to 1.5 m [4' to 5'] shark
Unprovoked,USA,Surfing,M,16,N,5' shark
Unprovoked,USA,Surfing,M,18,N,"""a small shark"""
Unprovoked,USA,Swimming,M,16,N,1.2 m to 1.5 m [4' to 5'] shark
Unprovoked,USA,Swimming ,M,23,N,"""sand"" shark"
Unprovoked,USA,Surfing,M,19,N,"""small shark"""
Unprovoked,USA,Diving,M,27,N,Two 1.2 m to 1.5 m [4' to 5'] sharks
Unprovoked,TONGA,Fishing,M,18,N,"""small shark"""
Unprovoked,USA,Wading,M,20,N,1.8 m [6'] shark
Unprovoked,USA,"""Riding waves on a board""",F,14,N,Blacktip shark
Unprovoked,USA,Body boarding,M,12,N,1.2 m to 1.5 m [4' to 5'] shark
Provoked,USA,Fishing,F,32,N,Blacktip shark
Unprovoked,USA,Scuba diving (ascending using scooter),M,31,N,6 m [20'] white shark
Unprovoked,USA,Kayaking,F,27,N,White shark (tooth fragment recovered)
Unprovoked,USA,Playing / jumping,M,13,N,"""sand"" shark"
Unprovoked,USA,Swimming,M,45,N,1.8 m [6'] shark
Unprovoked,USA,Swimming,F,10,N,6' shark
Unprovoked,USA,Swimming,M,38,N,"Tiger shark, 3.7 m [12'] "
Unprovoked,HONG KONG,Swimming,F,45,Y,Though to involve a tiger shark
Unprovoked,HONG KONG,Swimming,M,29,Y,1.8 m to 2.1 m [6' to 7'] shark
Unprovoked,USA,Surfing,M,15,N,Possibly a bull shark
Unprovoked,FIJI,Sleeping in anchored boat,M,69,Y,3.7 m [12'] shark
Unprovoked,SOUTH KOREA,Diving for abalone,F,44,Y,4 m shark
Unprovoked,AUSTRALIA,Diving,M,27,N,Wobbegong shark
Unprovoked,JAPAN,Scuba diving for bivalves,M,47,Y,6 m [20'] white shark
Unprovoked,AUSTRALIA,Surfing,M,35,N,"Bronze whaler shark, 2 m "
Unprovoked,SOUTH AFRICA,Swimming,M,22,N,Raggedtooth shark
Unprovoked,SOUTH AFRICA,Swimming,M,14,Y,"Tiger shark, 1.8 m [6'] "
Unprovoked,BRAZIL,Surfing,M,17,N, 
Provoked,AUSTRALIA,Snorkeling,M,27,N,Leopard shark
Unprovoked,SOUTH AFRICA,Body boarding,M,26,N,5.5 m [18'] white shark
Unprovoked,USA,Commercial diver (submerged or treading water),M,42,Y,5 m to 5.5 m [16.5' to 18'] white shark
Unprovoked,SOUTH AFRICA,Spearfishing,M,27,N,"Raggedtooth shark, 2.7 m [9'] "
Unprovoked,USA,"Surfing, paddling seawards",F,34,N,2.7 m [9'] shark
Provoked,USA,Wading,F,9,N,Thought to involve a small sand shark
Unprovoked,USA,Surfing,M,43,N,5 m [16.5'] white shark
Unprovoked,USA,Jumped off rocks into white water,F,12,N,Small shark
Unprovoked,REUNION,Windsurfing,M,24,Y,3 to 3.5 m [10' to 11.5'] bull shark
Unprovoked,SOUTH AFRICA,Surfing,M,22,Y,4 m [13'] white shark
Unprovoked,SOUTH AFRICA,Surfing,M,31,N,4 m [13'] white shark
Unprovoked,USA,Surfing,M,15,N,"""small shark"""
Unprovoked,BAHAMAS,Spearfishing,M,30,N,1.8 m [6'] shark
Unprovoked,USA,Surfing,M,2,N,1.2 m [4'] spinner shark
Unprovoked,USA,Spearfishing,M,35,N,2.1 m [7'] shark
Unprovoked,USA,Wading,F,36,N,1.2 m [4'] shark
Unprovoked,USA,Surfing,M,22,N,>1.8 m [6'] shark
Unprovoked,REUNION,other,M,27,Y,"3 m [10'], 200-kg [441-lb] bull shark"
Unprovoked,BAHAMAS,Wading,M,20,N,2' to 3' shark
Unprovoked,SOUTH AFRICA,Spearfishing,M,27,Y,4.9 m white shark
Unprovoked,CHILE,Swimming alongside NOAA research vessel Discoverer,F,19,N,"3.6 m [11'9""] white shark"
Unprovoked,CHILE,Swimming alongside NOAA research vessel Discoverer,M,27,N,"3.6 m [11'9""] white shark"
Provoked,USA,Removing shark from tank in nightclub ,M,33,N,"Lemon shark, 4' "
Unprovoked,BRAZIL,Surfing,M,25,N,2 m shark
Unprovoked,SOUTH AFRICA,Spearfishing,M,27,N,3 m [10'] shark
Unprovoked,USA,Surfing,M,23,N,1.2 m [4'] shark
Unprovoked,SOUTH AFRICA,Surfing,M,15,N,3 m [10'] white shark
Unprovoked,USA,Surfing,M,27,Y,Tiger shark
Boat,AUSTRALIA,Fishing,M,27,N,White shark
Unprovoked,AUSTRALIA,"Swimming, after falling off towed kneeboard",M,23,N,1.5 m shark
Unprovoked,SOUTH AFRICA,Swimming ,M,33,N,"1.3 m [4'3""] shark"
Unprovoked,HONG KONG,Playing volleyball with friends,F,27,N,Tiger shark said to be 5 to 7 m [16.5' to 23'] 
Unprovoked,USA,Surfing,M,27,Y,"On 11-Jan-1994, his remains washed ashore. A 2.4 m [8'] tiger shark thought to be involved"
Unprovoked,AUSTRALIA,Hookah diving,M,27,Y,Tiger shark caught 6 days later with divers remains in its gut
Unprovoked,USA,Surfing,M,26,N,4 m to 5 m [13' to 16.5'] white shark
Unprovoked,USA,Swimming,F,26,N,3 m [10'] bull shark
Boating,USA,Kayaking,F,34,N,>6 m [20'] white shark
Unprovoked,USA,Surfing,M,27,N,Tiger shark
Unprovoked,SOUTH AFRICA,Spearfishing,M,36,N,3 m [10'] white shark
Unprovoked,EL SALVADOR,Surfing,M,15,N,3.7 m [12'] white shark
Unprovoked,USA,Wading,M,19,N,3' shark
Unprovoked,SPAIN,Swimming,M,69,N,1.2 m [4'] shark
Unprovoked,BAHAMAS,Spearfishing,M,51,N,1.8 m [6'] blacktip shark or Caribbean reef shark
Boat,USA,Watching the shark feeding on a dead pinniped,M,27,N,">6 m white shark, according to witnesses"
Unprovoked,USA,Riding floatation device,F,19,N,Bull shark
Boat,AUSTRALIA,Fishing,M,27,N,6 m [20'] white shark
Unprovoked,USA,Free diving for abalone (ascending),M,39,N,5.5 m to 6 m [18' to 20']  white shark
Boat,EL SALVADOR,Oyster fishing,M,27,Y,White shark?
Unprovoked,SOUTH AFRICA,Surfing,M,28,N,4 m [13'] white shark
Unprovoked,USA,Playing,F,12,N,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered "
Unprovoked,USA,Paddling on surfboard or body board,M,22,N,Thought to involve a tiger shark
Unprovoked,AUSTRALIA,Scuba diving,M,31,Y,Remains recovered from 5.5 m [18'] white shark
Unprovoked,AUSTRALIA,Scuba diving at seal colony,F,34,Y,5 m [16.5'] white shark
Unprovoked,USA,Swimming,F,60,N,6' shark
Unprovoked,JAPAN,other,M,27,N,Possiby white shark
Unprovoked,USA,Paddling on surfboard,M,35,N,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)"
Unprovoked,USA,Free diving & spearfishing (ascending),M,55,N,White shark
Sea Disaster,TONGA,Sea disaster,M,27,N,1.5 m [5'] shark
Provoked,AUSTRALIA,Fishing,M,69,N,"Bronze whaler shark, 1.5 m "
Unprovoked,AUSTRALIA,Spearfishing,M,21,N,1.5 m shark
Boating,CARIBBEAN SEA,   ,M,32,N,Two 3 m [10'] oceanic whitetip sharks
Unprovoked,USA,Surfing,M,29,N,6 m [20'] white shark
Unprovoked,ANGOLA,Surfing,M,27,N,3 m [10'] white shark
Unprovoked,USA,Snorkeling,M,27,N,Lemon shark
Unprovoked,USA,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,10,N,"Tiger shark, 2.4 m [8']"
Unprovoked,USA,Lying on surfboard,M,30,N,"Tiger shark, 3 m to 4.9 m [10' to 16'] "
Unprovoked,USA,Spearfishing / free diving,M,31,N,"Mako shark, 1.8 m [6']  "
Unprovoked,USA,Surfing,M,19,N,6' to 7' blacktip shark
Unprovoked,USA,Surfing,M,24,N,1.8 m [6'] shark
Boating,USA,Kayaking,M,46,N,5 m to 6 m white shark
Unprovoked,FIJI,Scuba diving,M,30,N,3 m hammerhead shark
Unprovoked,USA,Scuba diving (submerged),M,40,N,Unidentified shark
Unprovoked,USA,Body boarding,M,18,Y,"Tiger shark, 3 m to 3.7 m [10' to 12'] "
Unprovoked,USA,Hookah diving for sea urchins,M,40,N,2.5 m [8.25'] white shark
Unprovoked,USA,Surfing,M,28,N,"Tiger shark, 4.3 m [14'] "
Unprovoked,AUSTRALIA,Scuba diving,M,27,N,Grey nurse shark
Unprovoked,AUSTRALIA,Surfing,M,28,Y,4.2 m white shark
Unprovoked,USA,Surfing,M,20,N,4 m to 5 m [13' to 16.5']  white shark 
Unprovoked,BAHAMAS,"Snorkeling, carrying a speared fish in her hand",F,34,N,1.8 m [6'] blacktip shark
Unprovoked,AUSTRALIA,Surfing,M,17,N,4 m white shark
Unprovoked,USA,Surfing,M,22,N,5.5 m to 6 m [18' to 20'] white shark
Provoked,USA,Snorkeling,M,26,N,"Nurse shark, 3', 20-lb "
Unprovoked,USA,Standing,F,42,N,"""a small shark"""
Unprovoked,REUNION,Surfing,M,16,Y,Bull shark or lemon shark
Boat,JAPAN,Preparing to fish for jack-mackerel,M,27,N,"White shark, identification by K. Nakaya"
Unprovoked,REUNION,Diving,M,27,N,Mako shark
Unprovoked,REUNION,Surfing,M,27,Y,"Tiger shark, 3 m to 4 m [10' to 13'] "
Unprovoked,NEW ZEALAND,Snorkeling,M,27,N,"4 m [13'], 590-kg white shark"
Unprovoked,SOUTH AFRICA,Surfing,M,35,N,>2 m shark
Unprovoked,USA,"Surfing, paddling seawards",F,36,N,Tiger shark
Unprovoked,AUSTRALIA,Surfing,M,17,N,"Bronze whaler shark, 3 m"
Unprovoked,JAPAN,Hookah diving for pen shells ,M,41,Y,"5 m [16.5'] white shark, identification by K. Nakaya"
Unprovoked,USA,Surfing (sitting on his board),M,21,N,Said to involve a 6 m to 7 m [20' to 23'] white shark
Unprovoked,USA,Body boarding,M,27,Y,Tiger shark?
Unprovoked,JAPAN,Diving for pen shells,M,27,N,5 m [16.5'] shark
Unprovoked,REUNION,Spearfishing,M,27,N,1.8 m grey shark
Unprovoked,AUSTRALIA,Boogie boarding,M,19,N,"Bronze whaler shark, 2.3 m [7.5'] "
Unprovoked,SOUTH AFRICA,Swimming ,M,19,N,"Zambesi shark, 1.7 m [5.5'] "
Unprovoked,SOUTH AFRICA,Spearfishing,M,36,N,Possibly a 1.5 m [5'] blacktip shark
Unprovoked,MAURITIUS,Fishing,M,27,N,Grey reef shark
Unprovoked,USA,Hookah diving for sea urchins,M,25,N,6 m [20'] white shark
Unprovoked,USA,Snorkeling,F,41,Y,"Tiger shark, 2.4 m 3.4 m [8' to 11']  "
Unprovoked,USA,Snorkeling,F,27,N,"Tiger shark, 2.4 m 3.4 m [8' to 11']  "
Unprovoked,USA,"Fishing from rocks, swept out to sea by large wave & treading water",M,27,Y,"Tiger shark, 3.7 m [12'] "
Provoked,USA,Fishing,M,27,N,2.4 m [8'] shark
Unprovoked,AUSTRALIA,Boogie boarding,M,14,N,"""small shark"""
Unprovoked,USA,Surfing,M,21,N,1.8 m [6'] shark
Unprovoked,USA,Surfing,M,32,N,5 m to 6 m [16.5' to 20'] white shark
Unprovoked,AUSTRALIA,Scuba diving,M,19,Y,4 m [13'] white shark
Provoked,AUSTRALIA,Finning the shark that bit him,M,36,N,"3 m [10'], 270- kg [595-lb] shark"
Unprovoked,USA,Swimming,M,23,N,sand shark
Unprovoked,USA,Wading,F,10,N,3' shark
Provoked,USA,Fishing,M,27,N,"Lemon shark, 30-lb "
Boating,ITALY,Canoeing,F,40,N,4 m [13'] white shark
Unprovoked,USA,Snorkeling,M,39,N,"2.1 m [7'], 140-lb reef shark"
Unprovoked,USA,Swimming from makeshift raft  to life vest after fishing boat sank,M,42,N,1.8 m [6'] blacktip shark
Unprovoked,REUNION,Surfing,M,30,N,"Tiger shark, 3 to 4 m [10' to 13'] "
Unprovoked,USA,Surfing,M,32,N,5 m [16.5'] white shark
Unprovoked,USA,Boogie boarding,M,13,N,Shark involvement not confirmed
Unprovoked,USA,Swimming behind sailboat,M,31,N,2.7 m [9'] bull or lemon shark
Unprovoked,HONG KONG,Swimming ,F,65,Y,"Tiger shark, >3 m [10']"
Unprovoked,USA,Sitting on surfboard,M,23,N,2.4 m [8'] shark
Unprovoked,SOUTH AFRICA,Scuba diving,M,27,N,"3.5 m [11.5'] female white shark named ""Notchfin"""
Provoked,BRAZIL,Fishing,M,27,N,"170-kg, 2.8 m shark"
Provoked,USA,Diving,M,27,N,7' female shark
Unprovoked,USA,"Surfing, collided with shark",M,22,N,1.2 m to 1.5 m [4' to 5'] shark
Unprovoked,USA,Sitting on surfboard,M,27,N,"""Shark had a very large girth"""
